ProbeID Probe SYMBOL Normal-like Proliferative Pigmentation High-immune
2260754 ILMN_1382 TTYH2 -1.067367405 -0.413747068 1.009553339 -0.580417972
2810270 ILMN_138334 GADD45B -0.016252277 -0.328338227 -0.579372081 1.121084213
4860524 ILMN_138374 FOXD1 -0.323717578 2.427306048 -0.497057574 -1.040177511
4670717 ILMN_138502 PGM5 1.438966168 -2.206869468 -0.622665721 1.722654256
3290471 ILMN_13859 FZD4 0.129684356 -0.556083133 -0.583489034 1.231485404
2680243 ILMN_138760 DLX1 -0.392271338 2.886424922 -0.160665653 -1.864285683
4220682 ILMN_138954 TGDS -1.000800104 0.06509914 0.632077064 -0.445365642
6960736 ILMN_138993 EDG1 0.08349558 -1.193790863 -0.553858554 1.722827675
780678 ILMN_139127 EDG6 0.057182544 -1.81380092 -0.264254804 1.687197021
1660392 ILMN_139268 SLC24A5 -0.090052538 -1.193424243 1.758493598 -1.576356611
5260131 ILMN_139310 LAD1 4.648239638 -1.34059897 -0.367309835 -1.008560025
6040008 ILMN_13961 IQGAP2 -0.265539991 -0.944251974 0.201790134 0.601064094
4880491 ILMN_1425 FOXO4 0.419031159 -0.66463195 0.141006331 0.101412943
6420020 ILMN_14271 IRX2 2.723203413 -0.296499211 -0.92588442 0.142787994
1850653 ILMN_14480 SH3GLB2 1.256595848 -0.238022698 -0.279102563 -0.070415821
6350113 ILMN_14549 C13orf15 0.349775276 -0.723688165 -0.451888579 1.055173648
2370386 ILMN_14554 RGS20 -0.851127074 -0.691126353 1.840236869 -1.862414643
3450167 ILMN_15004 SLC25A26 -0.394779501 -0.20721945 0.551668774 -0.432789582
1190575 ILMN_1503 CCND2 0.81635531 -1.276129765 -0.460118421 1.260354742
6290358 ILMN_15163 SASP 5.2040185 -0.766956801 -1.190163125 -0.416338542
4810605 ILMN_15305 ST6GALNAC2 0.582010855 -1.404837012 1.248215472 -1.017252278
5290315 ILMN_15325 EPS8L1 2.928871388 -1.315775055 0.13638495 -0.700383714
3060431 ILMN_15487 DTD1 -0.175465557 0.578727062 -0.035925892 -0.316708728
6200270 ILMN_15627 GPR143 -0.5897076 -0.868745762 1.597634309 -1.333689521
3120386 ILMN_15838 ARHGAP30 -0.022015331 -1.222606581 -0.107407475 1.147357662
3310181 ILMN_15943 NKG7 -0.762441301 -1.919781655 0.379674495 1.257619331
60600 ILMN_16044 TYR 0.145988575 -4.456654217 2.854396968 -1.49216162
6450066 ILMN_16077 AADAT -0.508824969 1.341210119 -0.282566036 -0.387164594
6370452 ILMN_16430 DLG4 -0.344297353 1.310782552 -0.670501062 0.118400728
5570673 ILMN_16565 VNN2 -1.046505799 -0.927593002 -0.080135651 1.417743158
6860300 ILMN_16585 SLC45A2 -0.060289595 -2.331665883 2.093164447 -1.352870147
7560014 ILMN_16607 MRPL44 -0.603252468 -0.114511268 0.635241624 -0.518344095
2490411 ILMN_16771 ANKRD29 0.324557097 -1.709494956 -0.843432315 1.864718656
6940286 ILMN_16782 CXCL12 0.134216755 -1.210940619 -0.553157497 1.627738475
2710452 ILMN_16833 DERA -0.081061569 -0.576253298 0.474516989 -0.191722773
4010441 ILMN_16928 GJA4 0.115892346 -0.68100953 -0.454705984 1.149900509
5290377 ILMN_17123 RABIF -0.318012478 -0.134149234 0.441477299 -0.370573979
5310079 ILMN_17248 MAP3K8 0.012341544 -0.905976468 -0.468920316 1.405948773
5220538 ILMN_17252 IL10RA -0.391645665 -1.220249014 0.014238598 1.164193587
5570431 ILMN_17272 AOC3 0.312297688 -1.10267974 -0.838199462 1.944944293
3420605 ILMN_17376 PTK2B 0.432194218 -0.997709687 -0.221631043 0.892722977
3800095 ILMN_17425 PHACTR1 -1.458381175 -0.670980648 1.369451794 -0.693941448
4810440 ILMN_17499 KLF5 4.1193361 0.760743076 -1.20428608 -1.039287474
6590523 ILMN_1753 GIMAP6 -0.12851648 -1.361619533 -0.159772385 1.392170601
3360110 ILMN_17533 FILIP1 -0.18274326 -0.652607291 -0.577000699 1.453633812
2350333 ILMN_17827 SCG2 -2.352031779 2.724368454 -0.556175492 -0.109353661
4290544 ILMN_17945 HNMT -0.301920763 -0.729026822 -0.201840819 1.040279013
6960692 ILMN_1796 DCT 1.430532343 -4.913368395 3.172274177 -1.941945402
50612 ILMN_18011 BTNL9 -0.422550795 -0.587884379 -0.910840532 2.176679341
2690537 ILMN_18149 HLA-B 0.212047722 -1.267820276 0.081161815 0.782126745
3850678 ILMN_18317 LYL1 -0.163960984 -0.764842387 -0.288408407 1.122318732
1050484 ILMN_1846 SDC1 2.609736338 -0.469752069 -0.325226939 -0.539058237
3180187 ILMN_18546 BNIPL 5.644437313 -0.862739051 -1.039835445 -0.864405805
7150240 ILMN_18563 ERCC1 -0.667357321 0.892709819 -0.080886659 -0.239610227
3990215 ILMN_18769 RASGRP3 -0.141327498 -0.931034603 -0.197252145 1.109505535
7570075 ILMN_18773 STARD5 1.891841175 -0.993460492 -0.169777513 0.034793383
1510008 ILMN_18872 TAPBP 0.379842733 -0.736415596 0.127318406 0.199816076
510577 ILMN_1890 KRT10 3.866496338 -0.736283423 -0.414676175 -0.864912902
5550474 ILMN_18989 CLTB 1.344758785 -0.515919726 -0.17317938 -0.050472489
1470681 ILMN_1899 HOP 4.746141663 -2.493467904 -0.732954626 0.538498831
6420762 ILMN_19018 MARS2 -0.399781383 -0.032126185 0.575412264 -0.605020305
4260338 ILMN_19133 SYNGR1 -0.202394726 -0.354234438 1.140849238 -1.28191417
2230661 ILMN_19243 LCK -0.559980064 -1.39708705 0.192366266 1.134188507
6960022 ILMN_19248 PTGDS 2.019420064 -2.317425842 -0.216504177 1.080022437
6250445 ILMN_19344 SPRY2 -1.000303586 1.266832608 0.168645981 -0.727318301
5570181 ILMN_19406 SP140 -0.669464578 -1.47810958 0.291983977 1.111292316
7160669 ILMN_19412 APBB1IP -0.677271843 -0.990968188 -0.231637021 1.493720466
7200292 ILMN_19423 IL3RA -0.002359381 -0.530082933 -0.304298732 0.871629476
4850754 ILMN_19584 C5orf22 -0.382805468 -0.379593248 0.657646895 -0.456711265
3180327 ILMN_19685 CHCHD6 -0.017766813 -1.122212766 1.454827867 -1.226501611
5910139 ILMN_19878 PRMT1 -0.307255064 0.57904601 0.033265607 -0.348156987
2970682 ILMN_19881 IMPA2 2.267914788 -0.644053156 -0.484170057 0.015804162
1230632 ILMN_19893 TNFRSF1B -0.266019696 -0.859610519 -0.177937454 1.090540523
1660091 ILMN_2004 CD19 -1.1256787 -2.856674505 0.450112005 1.94501674
4560487 ILMN_20138 SOX13 -0.465397261 -0.940223539 0.957970367 -0.404632569
6510202 ILMN_20406 CLIC3 3.794139488 -1.530147359 -1.10594675 0.646892524
1980692 ILMN_20416 GIMAP1 -0.21150875 -1.317955863 -0.230902243 1.505826076
4560242 ILMN_20448 CPA2 -1.398777028 -2.348745872 1.710227481 -0.972772366
4040470 ILMN_20483 GPNMB 0.011436942 -1.13230737 0.864403843 -0.368046117
7330093 ILMN_20550 HLA-DRB1 3.091403175 -3.379373645 -0.027027415 0.869099267
6220014 ILMN_20560 KRT31 1.899963684 -0.40273617 -0.165031114 -0.449079418
990292 ILMN_20564 SLC9A5 -0.317798175 1.288698293 -0.481992656 -0.154543705
3190735 ILMN_20695 FRAG1 0.951221309 -0.064122609 -0.033964114 -0.406205916
1510390 ILMN_20716 SLC9A9 0.616253417 -1.193676735 -0.409040178 1.226198499
6590148 ILMN_20806 CLDN5 0.561585341 -1.51739146 -0.941326912 2.295013685
7650379 ILMN_2086 TMEM154 3.008716313 -1.004283185 -0.695415296 0.218720251
1260497 ILMN_20864 TMEM166 -0.963402184 -0.510450411 1.22810095 -0.879039968
2340632 ILMN_20882 ATP8B4 0.160955505 -1.077763824 -0.366405085 1.313762279
6330315 ILMN_20946 DST 4.036250625 -0.32950182 -0.702781218 -0.858319725
1240739 ILMN_20950 CDS1 3.408703238 -1.262086209 -0.507250576 -0.148477774
6840647 ILMN_20958 RAPGEFL1 3.268658 -0.035245343 -0.762823959 -0.596279547
1500706 ILMN_21207 GAB3 -0.631253368 -0.699169973 -0.270837787 1.293233207
4760307 ILMN_21261 PPFIBP1 -0.306774896 0.823865612 -0.022044304 -0.46314757
2750128 ILMN_21265 MDM2 -0.447927705 -0.6204975 0.844073049 -0.502681082
6280333 ILMN_21397 MLLT11 -0.688068219 1.700671598 0.082921593 -1.115185941
6330754 ILMN_21400 STARD10 1.386363173 -0.351479135 -0.135125331 -0.260026581
2680500 ILMN_21408 C1orf106 4.083972675 0.327582622 -0.947194034 -1.102637319
6380753 ILMN_21453 IL33 1.02312413 -1.729032778 -0.51229914 1.588932121
2070487 ILMN_21540 NINJ1 0.081386994 -0.7064761 0.315840367 0.058541943
3310441 ILMN_22071 BMP2K 0.26164416 -0.75799069 -0.02968435 0.510386055
2710187 ILMN_22077 CAMK2N1 0.042085875 1.343710587 -0.514449341 -0.342888608
2370477 ILMN_22078 MYOM1 0.09197789 -0.734349033 -0.630294935 1.462856892
5960446 ILMN_22092 ITPA -0.31726963 0.610411728 -0.008384943 -0.306820996
450114 ILMN_2211 GIMAP7 -0.213043966 -1.483120655 -0.209446395 1.607308007
6250577 ILMN_2215 FLJ38482 -0.358572553 -0.402205516 0.534864244 -0.271464422
5900463 ILMN_22185 IKZF1 -0.018906837 -1.487520538 0.007314356 1.189372372
1770070 ILMN_22189 TGFBR2 0.004874931 -0.515202296 -0.373511934 0.957379397
4150278 ILMN_22311 CTNNBIP1 1.39743611 -0.339755229 -0.132569408 -0.279059915
270400 ILMN_22323 PLCL2 -0.208429874 -0.707204607 -0.331214545 1.162707583
1110228 ILMN_2235 SNCA -0.536051538 -1.364926448 1.725255599 -1.1525397
6650348 ILMN_22377 CTSL2 3.038431105 -0.417892473 0.096111644 -1.427146438
6590437 ILMN_22539 CNFN 4.489111425 -1.124313255 -0.450538092 -0.833952854
5720327 ILMN_2257 UNC5CL 0.139843563 -1.523251308 0.437854517 0.327921267
6860370 ILMN_2260 LOC728069 -0.212468088 -0.386251836 -0.344610146 0.927746018
10113 ILMN_22613 EDNRB -1.491586385 -0.34663183 1.384013313 -0.957067899
160189 ILMN_22614 PAX3 -1.773542496 0.117715802 1.202222675 -0.976653556
2030739 ILMN_22620 TGFBR3 0.984524828 -1.193277826 -0.231620976 0.769253145
650131 ILMN_22637 INPP4B -0.692544659 -0.76863112 0.983319943 -0.45794047
5050372 ILMN_22734 FLI1 -0.100547393 -0.780315313 -0.335827408 1.170424364
4560398 ILMN_22830 MLANA 0.783124111 -5.210895418 2.825841227 -1.656572563
2340541 ILMN_22960 FGFR3 5.761424738 -1.019185304 -1.231769935 -0.450815676
830445 ILMN_23002 ANKRD39 -0.659693551 -0.199364725 0.677901133 -0.482926697
5870482 ILMN_23047 RSPO3 0.211482278 -1.823413013 -0.717988828 2.398990093
1440474 ILMN_23209 DPT 0.997159464 -1.699706005 -0.790317264 1.987078327
380400 ILMN_23211 PDK4 -0.769785438 -0.370379889 -0.710663735 1.749163017
2000497 ILMN_23267 LYPD3 5.025537075 -1.454568737 -0.718327247 -0.46308482
3190292 ILMN_2335 TAGLN 0.391065079 -0.784815188 -0.716112799 1.469582877
2320292 ILMN_23388 TUBB4 -0.6538551 -2.045411125 1.826737253 -1.132532467
610273 ILMN_23543 OPTN 0.711083726 -0.971221471 -0.076617103 0.510104264
4250500 ILMN_23607 C1orf85 -0.407009114 -0.395121498 0.70538696 -0.501398772
7610593 ILMN_23654 IFT81 -0.595248693 0.085354299 0.788293711 -0.906981626
5560128 ILMN_2375 PPP1R13L 2.551776375 -0.102846702 -0.752434802 -0.175099043
3140603 ILMN_23772 ARHGAP24 0.194959169 -1.370640107 0.240647847 0.63958371
5910523 ILMN_2383 GGTLA1 0.240041184 -0.509595424 -0.588186259 1.142327591
3190382 ILMN_23974 STX7 -1.052989508 -0.523090731 0.752307668 -0.123317546
6020307 ILMN_23984 CXADR 4.3268553 0.174680254 -0.845823424 -1.206859376
6940543 ILMN_24016 CCL15 0.966542544 -2.248651052 -0.900738956 2.604515263
620181 ILMN_24156 SYT15 0.304986238 -0.195930519 -0.641904284 0.935544699
5910129 ILMN_2416 GMPR 0.172177633 -1.661565075 1.708698883 -1.268667775
5080398 ILMN_24216 TLR1 -0.359847612 -0.858633329 0.112534232 0.713775221
60280 ILMN_24240 CD3E -0.358283924 -1.843639616 0.178288274 1.29348348
5290575 ILMN_24248 WWTR1 -0.425826191 1.188386548 -0.006715585 -0.713752433
2630278 ILMN_24333 LOC441376 0.070597834 1.635828971 -0.393545856 -0.769114767
4810044 ILMN_24374 BSPRY 1.775620525 -0.634478323 -0.176547484 -0.180478624
5570500 ILMN_2447 ALDH3B2 5.728020088 -4.38841245 -0.750270244 -1.497871946
1510711 ILMN_24537 CCDC120 1.389438135 0.160088403 -0.305384321 -0.421207363
5260646 ILMN_24691 PKNOX2 -0.970962964 -0.516730171 1.10224357 -0.685392865
1050431 ILMN_2472 PAX3 -1.233953294 0.163865178 1.390795944 -1.620876086
6620296 ILMN_24730 CYP46A1 -0.637505144 -0.228350545 -1.506280876 1.828126653
7330615 ILMN_24807 C12orf24 -0.936589748 0.862678744 0.040319447 -0.249763669
3310437 ILMN_2487 RAD51C -0.761587283 0.073120872 0.529638565 -0.429120065
6860341 ILMN_24990 TMEM176A -0.082120372 -0.954279054 -0.224977928 1.137188357
130609 ILMN_25010 UBL3 -0.176933458 -0.780686101 0.832638232 -0.502289311
2600747 ILMN_25446 SLC7A5 -0.552909914 -0.291785272 1.263567071 -1.324918176
7560333 ILMN_25660 DARC 1.722940925 -2.379727946 -0.86617721 2.255273788
380240 ILMN_25780 PCDH7 -0.594226319 -0.336101498 1.202418918 -1.17774585
5810086 ILMN_25882 STAP2 1.980944225 -0.284472668 -0.001882548 -0.826164392
6520082 ILMN_25898 MOSPD1 -0.071904428 -0.28667979 0.569712773 -0.56788581
1710279 ILMN_25922 BANK1 -0.438199389 -1.310382947 -0.371100287 1.826293134
1710286 ILMN_25964 MFNG -0.059210683 -1.146821433 -0.221092333 1.27330499
70538 ILMN_26066 LOC338328 0.292130298 -1.406814658 -0.764882504 2.09147649
7610039 ILMN_2607 JUP 3.279629375 -0.72414786 -0.720542905 -0.113021097
4230653 ILMN_26146 ADCY4 0.551762909 -0.914223992 -0.807833048 1.62192742
1470242 ILMN_26189 WDFY1 -0.096792803 -0.489202728 0.603421642 -0.44203342
5820553 ILMN_26219 MGC23985 5.508997975 -0.436711525 -1.775302692 -0.59741141
3390689 ILMN_2622 ANKRD28 -0.449105116 -0.708719228 0.941172135 -0.573887646
780243 ILMN_26360 EPAS1 0.239087224 -0.799278097 -0.448839704 1.170207532
6330672 ILMN_26606 ANXA5 -0.639837988 -0.190452779 0.712205576 -0.550959024
3390010 ILMN_26617 REP15 -0.112157386 1.138109213 -0.230188309 -0.513060625
2370554 ILMN_26643 SDCBP2 2.401072421 -0.081452831 -0.73007549 -0.193303984
6380524 ILMN_26767 IL20RB 4.180254175 -0.493101252 -0.967350885 -0.41620653
5080193 ILMN_26906 GIMAP4 -0.247156495 -1.14738169 -0.100733217 1.197464185
2000167 ILMN_26976 CABLES1 -0.040774579 -1.314875821 1.193621163 -0.676997311
6960746 ILMN_27010 GIMAP5 -0.067247469 -1.375717446 -0.235156721 1.481335869
2360458 ILMN_27091 TMEM14B -0.491216947 -0.137093331 0.402445225 -0.218595968
7000241 ILMN_27124 C6orf218 -1.21376425 -1.097848923 1.888178161 -1.489379733
3940731 ILMN_2717 OAS1 0.771759744 -1.315447648 0.164993651 0.398762323
5310192 ILMN_27171 EGLN3 2.21186302 -0.63368633 -0.319937404 -0.203469634
7330019 ILMN_27214 CASZ1 2.83405285 -1.432303155 -0.347175864 0.048052019
110228 ILMN_27413 PROM2 4.719533975 -0.027658409 -1.56319785 -0.202267897
1240037 ILMN_27419 TRIM63 -0.362491813 -2.711220247 2.526122783 -1.438580363
840427 ILMN_27440 SLC40A1 -0.105329422 -0.774670239 -0.49516051 1.402147339
2850500 ILMN_2749 GBP4 -0.487214826 -1.487647651 0.358240206 0.924546974
7200682 ILMN_27692 TDRD7 -0.308287745 -0.841848614 0.804955009 -0.34270163
6550500 ILMN_27934 EBF1 0.433691209 -0.658081878 -0.793896627 1.459545278
7400577 ILMN_2796 PAX3 -0.661024713 -0.118554468 1.419526739 -1.886056777
4010491 ILMN_28021 BTK -0.1807716 -1.028270387 0.112309493 0.754307215
4220274 ILMN_28039 SPINT2 2.730112863 -1.42598551 -0.598206566 0.562097894
6400661 ILMN_28089 C20orf160 0.539310275 -1.193603225 -0.561829328 1.491266763
7320079 ILMN_28428 C9orf95 0.29124826 -0.795501888 -0.055151883 0.561958494
4390273 ILMN_28493 CYP4F12 3.974588275 -1.941764912 -1.848812152 1.140598966
6100458 ILMN_28588 ZNF202 -0.672364406 0.81095513 -0.118439707 -0.116458186
3400356 ILMN_28652 KCNG1 -0.656401863 2.035888472 -0.282772273 -0.863897139
6370110 ILMN_28857 MYO10 -0.29894349 -0.425690132 1.023066545 -1.000509032
6580551 ILMN_28977 FILIP1L 0.638242123 -1.237984133 -0.64580939 1.597178588
7000768 ILMN_29004 LAX1 -0.267212871 -1.673419146 0.18171422 1.21473468
3140280 ILMN_29038 RCSD1 -0.469603522 -1.093527302 -0.05241188 1.202147798
7160546 ILMN_29144 PCID2 -0.456680779 0.51239593 -0.024596806 -0.130278327
4250452 ILMN_29191 GMFG -0.296789356 -0.694118226 -0.400908276 1.301580998
2100020 ILMN_29352 DMKN 5.670086638 -1.839266543 -0.128003462 -1.364894633
1340170 ILMN_29470 RFTN1 0.244474361 -0.78240947 -0.387486029 1.063854115
7210551 ILMN_29549 NOTCH4 -0.047487415 -0.297714345 -0.511651333 1.013920025
3290242 ILMN_2961 TMEM134 1.270368935 -0.328515501 -0.171724183 -0.16285553
3370246 ILMN_29650 USP48 -0.685793023 -0.12866115 0.563901803 -0.358370753
7210373 ILMN_29672 SLC45A2 0.106956781 -2.231992941 2.094714992 -1.343697727
1440296 ILMN_29988 HLA-DQB1 0.398214895 -1.872794417 0.063591748 1.192586327
2970709 ILMN_3001 PTGS1 2.461853988 -0.742475535 -0.772496888 0.413987026
1340497 ILMN_30050 FZD8 -0.240431004 2.307400594 -1.785002823 0.236934529
5050673 ILMN_30168 TMEM45A 3.186856513 -0.219712929 -0.737943558 -0.441569228
4210008 ILMN_30275 IFIH1 0.119212944 -0.981546796 0.268898522 0.327272683
6560392 ILMN_30280 GLTP 1.827677606 -0.351346708 -0.362881084 -0.161458433
1820343 ILMN_30351 LGALS7 8.262711163 -0.388652831 -1.67560102 -1.939452581
5260201 ILMN_30356 GCNT2 -0.338122028 -0.865138476 1.15708795 -0.824619735
5490358 ILMN_3062 CDK6 -0.473583756 0.973494055 0.034134391 -0.576281042
4250543 ILMN_30669 LOC650919 -0.083403176 -1.449530683 -0.359064263 1.58622321
2450014 ILMN_30799 LOC646064 0.43362692 -1.407412119 -0.8610037 1.753665735
6590689 ILMN_3195 GSTO2 3.433542113 -0.298474571 -0.866584068 -0.321452865
6770017 ILMN_3294 B3GALT4 0.77789622 -0.794616889 -0.187358781 0.495608355
730538 ILMN_3315 GPR116 -0.06348981 -0.444397859 -0.532632188 1.170573429
20056 ILMN_3424 EXOC2 -0.472590777 -0.268551868 0.506043326 -0.275306979
540523 ILMN_34332 PPM1H -0.308493379 -1.509159874 1.147938784 -0.311785869
5310762 ILMN_34353 RGAG4 -0.53506289 1.160572481 -0.710732577 0.39931669
6840092 ILMN_3516 SNCA -0.600878879 -1.583708807 1.899769956 -1.19889367
1580100 ILMN_36088 KIAA1345 -1.297985788 0.313497848 1.066673913 -1.122994229
510192 ILMN_3629 KRT80 5.210524913 -0.427288621 -0.860512965 -1.17502997
4780400 ILMN_3633 SACS -0.78666095 1.127608513 -0.067462271 -0.383589649
60711 ILMN_36687 LOC646675 -0.991998045 -0.112010652 0.781482766 -0.527500562
2260685 ILMN_37195 LOC388564 1.91443485 -1.212307871 -0.099981707 0.095454172
1340026 ILMN_37820 LOC650803 2.563659525 0.277554188 -0.468178527 -0.902666573
520008 ILMN_3812 AP1S2 -1.283110181 -0.178705038 0.907480843 -0.503682447
4810452 ILMN_3857 MIR16 0.289780373 -0.441488583 0.028039793 0.157516319
1690273 ILMN_3908 ADD3 0.504251693 -1.028148203 -0.002542732 0.557313716
4570544 ILMN_39594 LOC284023 2.130335475 0.077092547 -0.398799513 -0.612946964
5050181 ILMN_39876 FLJ90086 2.478330165 -0.680908407 -0.49219362 -0.055165374
6040601 ILMN_4045 CTH -0.849287438 -0.342728171 0.822296869 -0.478899638
2450373 ILMN_40984 GPSM1 -0.094070057 0.927643457 -0.101503881 -0.543071726
1010221 ILMN_41832 LOC730063 -0.592840426 -0.05999698 0.521972418 -0.40138043
360671 ILMN_4207 MMD -0.248627525 -0.043838759 -0.532777678 0.949079577
4920730 ILMN_4220 H2AFZ -0.416033129 -0.143306516 0.778343021 -0.805040263
3120735 ILMN_4224 LTB4R 1.93598987 -0.292612379 -0.54840046 0.005882564
2230382 ILMN_4260 DOCK11 -0.506589526 -0.353433416 -0.432713719 1.187574578
1260025 ILMN_42877 C6orf189 0.138479036 -1.06728818 -0.492990842 1.503028228
6900411 ILMN_43196 SHANK3 0.053378345 -0.367128329 -0.458402796 0.937558329
2940068 ILMN_4328 ERRFI1 -0.407050956 2.03316522 -1.045523168 0.123995645
6330703 ILMN_436 MITF -0.447324213 -1.747609867 1.554715801 -0.643589175
1050328 ILMN_43862 LOC641700 -0.32989899 -0.556258561 -0.402266697 1.210944086
650167 ILMN_4512 PERP 3.79394065 -0.133780086 -0.680632324 -0.918150264
3840168 ILMN_4600 GNB3 -0.057545298 1.329517211 -0.643952466 -0.088459278
540634 ILMN_4641 HLA-DPB1 -0.175324304 -1.176193022 -0.005993212 0.964837964
1780484 ILMN_4643 IFI35 -0.022348754 -0.753627245 0.208763461 0.308634718
3990477 ILMN_4648 PDE1B 0.259261673 -0.791230886 -0.715924412 1.544734359
2760470 ILMN_472 SNRPB2 -0.599939173 0.878330446 -0.05215689 -0.306200026
7560441 ILMN_4849 LMO2 0.337408959 -0.498450546 -0.571955819 1.057677477
5810164 ILMN_5029 CBS -0.602021949 1.688787128 -0.049826115 -0.956873039
1030524 ILMN_5067 COL17A1 6.071187763 -0.650242337 -1.297696233 -0.81448524
2490204 ILMN_5125 ZNF273 1.812171881 -0.164143942 -0.383618165 -0.272536554
5090484 ILMN_5200 SCN4A -0.821463746 -0.152481477 -0.849568139 1.785801639
4900609 ILMN_5270 REM1 0.0957396 -0.572248586 -0.725851265 1.471319537
4250360 ILMN_5566 KRT17 5.394771538 -0.970578096 -0.983165246 -0.658773314
610603 ILMN_561 PIGY -0.238351776 -0.416078717 0.556051046 -0.355557612
2810196 ILMN_5682 C3 0.582052433 -1.992725697 -0.433610837 1.919715151
430670 ILMN_5692 ACVRL1 0.343465949 -0.46794501 -0.505164406 0.932081989
5080554 ILMN_5697 SCNN1A 4.770218838 -0.777187271 -1.302713907 -0.011719836
2490543 ILMN_5752 C10orf57 1.222750873 -0.281743372 -0.201119743 -0.131763472
